"resp.id","ques","alt","healthy","pulp","juice","added","price","choice"
"7106",129,10,3,"no","none","fresh","vit_B","3.89",0
"34105",129,11,1,"no","none","frozen","multi","4.89",1
"39103",129,11,2,"no","lots","fresh","vit_A","5.89",0
"49109",129,11,3,"no","none","fresh","multi","5.89",0
"26109",129,12,1,"no","some","fresh","vit_B","4.89",0
"31145",129,12,2,"no","none","fresh","multi","4.89",1
"18102",129,12,3,"no","lots","frozen","multi","3.89",0
"53110",129,13,1,"no","some","frozen","multi","5.89",1
"44108",129,13,2,"no","some","fresh","vit_B","5.89",0
"8100",129,13,3,"no","some","fresh","vit_B","3.89",0
"54102",129,14,1,"no","lots","frozen","multi","5.89",0
"11149",129,14,2,"no","some","frozen","vit_B","3.89",1
"15106",129,14,3,"no","lots","fresh","multi","3.89",0
"40100",129,15,1,"no","none","frozen","vit_A","5.89",0
"3407",129,15,2,"no","lots","fresh","vit_A","3.89",0
"46103",129,15,3,"no","none","frozen","vit_B","5.89",1
"39104",130,1,1,"yes","lots","fresh","vit_A","5.89",0
"30107",130,1,2,"yes","lots","frozen","vit_B","4.89",1
"3598",130,1,3,"yes","some","frozen","multi","4.89",0
"16114",130,2,1,"yes","none","frozen","multi","3.89",0
"43110",130,2,2,"yes","none","fresh","vit_B","5.89",0
"13114",130,2,3,"yes","none","fresh","multi","3.89",1
"26110",130,3,1,"yes","some","fresh","vit_B","4.89",0
"12124",130,3,2,"yes","lots","frozen","vit_B","3.89",1
"22123",130,3,3,"yes","none","frozen","vit_A","4.89",0
"45111",130,4,1,"yes","lots","fresh","vit_B","5.89",1
"1500",130,4,2,"yes","none","fresh","vit_A","3.89",0
"50106",130,4,3,"yes","some","fresh","multi","5.89",0
"44109",130,5,1,"yes","some","fresh","vit_B","5.89",0
"21150",130,5,2,"yes","lots","fresh","vit_A","4.89",0
"36109",130,5,3,"yes","lots","frozen","multi","4.89",1
"10105",130,6,1,"yes","none","frozen","vit_B","3.89",1
"51123",130,6,2,"yes","lots","fresh","multi","5.89",0
"20108",130,6,3,"yes","some","fresh","vit_A","4.89",0
"37103",130,7,1,"yes","none","fresh","vit_A","5.89",0
"11150",130,7,2,"yes","some","frozen","vit_B","3.89",0
"2501",130,7,3,"yes","some","fresh","vit_A","3.89",1
"53111",130,8,1,"yes","some","frozen","multi","5.89",1
"52112",130,8,2,"yes","none","frozen","multi","5.89",0
"54103",130,8,3,"yes","lots","frozen","multi","5.89",0
"49110",130,9,1,"yes","none","fresh","multi","5.89",0
"46104",130,9,2,"yes","none","frozen","vit_B","5.89",1
"7107",130,9,3,"yes","none","fresh","vit_B","3.89",0
"41153",130,10,1,"yes","some","frozen","vit_A","5.89",0
"38109",130,10,2,"yes","some","fresh","vit_A","5.89",0
"5402",130,10,3,"yes","some","frozen","vit_A","3.89",1
"34106",130,11,1,"yes","none","frozen","multi","4.89",0
"42119",130,11,2,"yes","lots","frozen","vit_A","5.89",0
"28113",130,11,3,"yes","none","frozen","vit_B","4.89",1
"47114",130,12,1,"yes","some","frozen","vit_B","5.89",0
"6107",130,12,2,"yes","lots","frozen","vit_A","3.89",1
"17112",130,12,3,"yes","some","frozen","multi","3.89",0
"33108",130,13,1,"yes","lots","fresh","multi","4.89",0
"8101",130,13,2,"yes","some","fresh","vit_B","3.89",1
"32123",130,13,3,"yes","some","fresh","multi","4.89",0
"3408",130,14,1,"yes","lots","fresh","vit_A","3.89",1
"40101",130,14,2,"yes","none","frozen","vit_A","5.89",0
"23109",130,14,3,"yes","some","frozen","vit_A","4.89",0
"29108",130,15,1,"yes","some","frozen","vit_B","4.89",0
"14109",130,15,2,"yes","some","fresh","multi","3.89",1
"31146",130,15,3,"yes","none","fresh","multi","4.89",0
"33109",131,1,1,"yes","lots","fresh","multi","4.89",0
"52113",131,1,2,"yes","none","frozen","multi","5.89",0
"32124",131,1,3,"yes","some","fresh","multi","4.89",1
"38110",131,2,1,"yes","some","fresh","vit_A","5.89",0
"46105",131,2,2,"yes","none","frozen","vit_B","5.89",0
"51124",131,2,3,"yes","lots","fresh","multi","5.89",1
"39105",131,3,1,"yes","lots","fresh","vit_A","5.89",0
"53112",131,3,2,"yes","some","frozen","multi","5.89",0
"11151",131,3,3,"yes","some","frozen","vit_B","3.89",1
"50107",131,4,1,"yes","some","fresh","multi","5.89",0
"22124",131,4,2,"yes","none","frozen","vit_A","4.89",1
"54104",131,4,3,"yes","lots","frozen","multi","5.89",0
"43111",131,5,1,"yes","none","fresh","vit_B","5.89",1
"2502",131,5,2,"yes","some","fresh","vit_A","3.89",0
"16115",131,5,3,"yes","none","frozen","multi","3.89",0
"47115",131,6,1,"yes","some","frozen","vit_B","5.89",0
"49111",131,6,2,"yes","none","fresh","multi","5.89",1
"40102",131,6,3,"yes","none","frozen","vit_A","5.89",0
"6108",131,7,1,"yes","lots","frozen","vit_A","3.89",0
"21151",131,7,2,"yes","lots","fresh","vit_A","4.89",0
"9106",131,7,3,"yes","lots","fresh","vit_B","3.89",1
"28114",131,8,1,"yes","none","frozen","vit_B","4.89",1
"5403",131,8,2,"yes","some","frozen","vit_A","3.89",0
"44110",131,8,3,"yes","some","fresh","vit_B","5.89",0
"26111",131,9,1,"yes","some","fresh","vit_B","4.89",1
"48108",131,9,2,"yes","lots","frozen","vit_B","5.89",0
"20109",131,9,3,"yes","some","fresh","vit_A","4.89",0
"14110",131,10,1,"yes","some","fresh","multi","3.89",0
"4407",131,10,2,"yes","none","frozen","vit_A","3.89",1
"30108",131,10,3,"yes","lots","frozen","vit_B","4.89",0
"42120",131,11,1,"yes","lots","frozen","vit_A","5.89",0
"24114",131,11,2,"yes","lots","frozen","vit_A","4.89",1
"27100",131,11,3,"yes","lots","fresh","vit_B","4.89",0
"23110",131,12,1,"yes","some","frozen","vit_A","4.89",0
"3599",131,12,2,"yes","some","frozen","multi","4.89",0
"29109",131,12,3,"yes","some","frozen","vit_B","4.89",1
"34107",131,13,1,"yes","none","frozen","multi","4.89",1
"19106",131,13,2,"yes","none","fresh","vit_A","4.89",0
"41154",131,13,3,"yes","some","frozen","vit_A","5.89",0
"7108",131,14,1,"yes","none","fresh","vit_B","3.89",1
"45112",131,14,2,"yes","lots","fresh","vit_B","5.89",0
"12125",131,14,3,"yes","lots","frozen","vit_B","3.89",0
"36110",131,15,1,"yes","lots","frozen","multi","4.89",0
"15107",131,15,2,"yes","lots","fresh","multi","3.89",0
"10106",131,15,3,"yes","none","frozen","vit_B","3.89",1
"51125",132,1,1,"no","lots","fresh","multi","5.89",0
"37104",132,1,2,"no","none","fresh","vit_A","5.89",1
"9107",132,1,3,"no","lots","fresh","vit_B","3.89",0
"44111",132,2,1,"no","some","fresh","vit_B","5.89",0
"12126",132,2,2,"no","lots","frozen","vit_B","3.89",1
"17113",132,2,3,"no","some","frozen","multi","3.89",0
"15108",132,3,1,"no","lots","fresh","multi","3.89",0
"8102",132,3,2,"no","some","fresh","vit_B","3.89",1
"26112",132,3,3,"no","some","fresh","vit_B","4.89",0
"43112",132,4,1,"no","none","fresh","vit_B","5.89",0
"30109",132,4,2,"no","lots","frozen","vit_B","4.89",0
"24115",132,4,3,"no","lots","frozen","vit_A","4.89",1
"4408",132,5,1,"no","none","frozen","vit_A","3.89",1
"53113",132,5,2,"no","some","frozen","multi","5.89",0
"13115",132,5,3,"no","none","fresh","multi","3.89",0
"27101",132,6,1,"no","lots","fresh","vit_B","4.89",1
"54105",132,6,2,"no","lots","frozen","multi","5.89",0
"16116",132,6,3,"no","none","frozen","multi","3.89",0
"52114",132,7,1,"no","none","frozen","multi","5.89",0
"23111",132,7,2,"no","some","frozen","vit_A","4.89",0
"45113",132,7,3,"no","lots","fresh","vit_B","5.89",1
"10107",132,8,1,"no","none","frozen","vit_B","3.89",1
"47116",132,8,2,"no","some","frozen","vit_B","5.89",0
"20110",132,8,3,"no","some","fresh","vit_A","4.89",0
"31147",132,9,1,"no","none","fresh","multi","4.89",0
"3409",132,9,2,"no","lots","fresh","vit_A","3.89",1
"25110",132,9,3,"no","none","fresh","vit_B","4.89",0
"46106",132,10,1,"no","none","frozen","vit_B","5.89",0
"40103",132,10,2,"no","none","frozen","vit_A","5.89",1
"36111",132,10,3,"no","lots","frozen","multi","4.89",0
"42121",132,11,1,"no","lots","frozen","vit_A","5.89",0
"19107",132,11,2,"no","none","fresh","vit_A","4.89",0
"41155",132,11,3,"no","some","frozen","vit_A","5.89",1
"49112",132,12,1,"no","none","fresh","multi","5.89",0
"22125",132,12,2,"no","none","frozen","vit_A","4.89",0
"6109",132,12,3,"no","lots","frozen","vit_A","3.89",1
"18103",132,13,1,"no","lots","frozen","multi","3.89",0
"7109",132,13,2,"no","none","fresh","vit_B","3.89",1
"2503",132,13,3,"no","some","fresh","vit_A","3.89",0
"34108",132,14,1,"no","none","frozen","multi","4.89",0
"33110",132,14,2,"no","lots","fresh","multi","4.89",0
"1501",132,14,3,"no","none","fresh","vit_A","3.89",1
"35100",132,15,1,"no","some","frozen","multi","4.89",0
"28115",132,15,2,"no","none","frozen","vit_B","4.89",0
"5404",132,15,3,"no","some","frozen","vit_A","3.89",1
"40104",133,1,1,"no","none","frozen","vit_A","5.89",1
"30110",133,1,2,"no","lots","frozen","vit_B","4.89",0
"20111",133,1,3,"no","some","fresh","vit_A","4.89",0
"54106",133,2,1,"no","lots","frozen","multi","5.89",0
"9108",133,2,2,"no","lots","fresh","vit_B","3.89",0
"16117",133,2,3,"no","none","frozen","multi","3.89",1
"22126",133,3,1,"no","none","frozen","vit_A","4.89",0
"3500",133,3,2,"no","lots","fresh","vit_A","3.89",0
"34109",133,3,3,"no","none","frozen","multi","4.89",1
"42122",133,4,1,"no","lots","frozen","vit_A","5.89",0
"37105",133,4,2,"no","none","fresh","vit_A","5.89",0
"1502",133,4,3,"no","none","fresh","vit_A","3.89",1
"51126",133,5,1,"no","lots","fresh","multi","5.89",0
"36112",133,5,2,"no","lots","frozen","multi","4.89",0
"38111",133,5,3,"no","some","fresh","vit_A","5.89",1
"12127",133,6,1,"no","lots","frozen","vit_B","3.89",0
"32125",133,6,2,"no","some","fresh","multi","4.89",1
"46107",133,6,3,"no","none","frozen","vit_B","5.89",0
"35101",133,7,1,"no","some","frozen","multi","4.89",1
"47117",133,7,2,"no","some","frozen","vit_B","5.89",0
"25111",133,7,3,"no","none","fresh","vit_B","4.89",0
"14111",133,8,1,"no","some","fresh","multi","3.89",0
"5405",133,8,2,"no","some","frozen","vit_A","3.89",0
"19108",133,8,3,"no","none","fresh","vit_A","4.89",1
"45114",133,9,1,"no","lots","fresh","vit_B","5.89",0
"29110",133,9,2,"no","some","frozen","vit_B","4.89",0
"8103",133,9,3,"no","some","fresh","vit_B","3.89",1
"39106",133,10,1,"no","lots","fresh","vit_A","5.89",0
"7110",133,10,2,"no","none","fresh","vit_B","3.89",1
"13116",133,10,3,"no","none","fresh","multi","3.89",0
"23112",133,11,1,"no","some","frozen","vit_A","4.89",0
"6110",133,11,2,"no","lots","frozen","vit_A","3.89",1
"41156",133,11,3,"no","some","frozen","vit_A","5.89",0
"18104",133,12,1,"no","lots","frozen","multi","3.89",0
"43113",133,12,2,"no","none","fresh","vit_B","5.89",0
"31148",133,12,3,"no","none","fresh","multi","4.89",1
"24116",133,13,1,"no","lots","frozen","vit_A","4.89",1
"33111",133,13,2,"no","lots","fresh","multi","4.89",0
"27102",133,13,3,"no","lots","fresh","vit_B","4.89",0
"53114",133,14,1,"no","some","frozen","multi","5.89",0
"17114",133,14,2,"no","some","frozen","multi","3.89",1
"48109",133,14,3,"no","lots","frozen","vit_B","5.89",0
"10108",133,15,1,"no","none","frozen","vit_B","3.89",1
"49113",133,15,2,"no","none","fresh","multi","5.89",0
"15109",133,15,3,"no","lots","fresh","multi","3.89",0
"14112",134,1,1,"no","some","fresh","multi","3.89",0
"46108",134,1,2,"no","none","frozen","vit_B","5.89",1
"39107",134,1,3,"no","lots","fresh","vit_A","5.89",0
"42123",134,2,1,"no","lots","frozen","vit_A","5.89",0
"6111",134,2,2,"no","lots","frozen","vit_A","3.89",1
"9109",134,2,3,"no","lots","fresh","vit_B","3.89",0
"8104",134,3,1,"no","some","fresh","vit_B","3.89",0
"52115",134,3,2,"no","none","frozen","multi","5.89",1
"36113",134,3,3,"no","lots","frozen","multi","4.89",0
"43114",134,4,1,"no","none","fresh","vit_B","5.89",0
"26113",134,4,2,"no","some","fresh","vit_B","4.89",0
"7111",134,4,3,"no","none","fresh","vit_B","3.89",1
"11152",134,5,1,"no","some","frozen","vit_B","3.89",0
"37106",134,5,2,"no","none","fresh","vit_A","5.89",1
"34110",134,5,3,"no","none","frozen","multi","4.89",0
"22127",134,6,1,"no","none","frozen","vit_A","4.89",0
"28116",134,6,2,"no","none","frozen","vit_B","4.89",1
"10109",134,6,3,"no","none","frozen","vit_B","3.89",0
"27103",134,7,1,"no","lots","fresh","vit_B","4.89",1
"15110",134,7,2,"no","lots","fresh","multi","3.89",0
"44112",134,7,3,"no","some","fresh","vit_B","5.89",0
"5406",134,8,1,"no","some","frozen","vit_A","3.89",1
"13117",134,8,2,"no","none","fresh","multi","3.89",0
"20112",134,8,3,"no","some","fresh","vit_A","4.89",0
"29111",134,9,1,"no","some","frozen","vit_B","4.89",0
"45115",134,9,2,"no","lots","fresh","vit_B","5.89",1
"17115",134,9,3,"no","some","frozen","multi","3.89",0
"38112",134,10,1,"no","some","fresh","vit_A","5.89",0
"48110",134,10,2,"no","lots","frozen","vit_B","5.89",0
"4409",134,10,3,"no","none","frozen","vit_A","3.89",1
"31149",134,11,1,"no","none","fresh","multi","4.89",0
"19109",134,11,2,"no","none","fresh","vit_A","4.89",1
"41157",134,11,3,"no","some","frozen","vit_A","5.89",0
"21152",134,12,1,"no","lots","fresh","vit_A","4.89",1
"50108",134,12,2,"no","some","fresh","multi","5.89",0
"30111",134,12,3,"no","lots","frozen","vit_B","4.89",0
"32126",134,13,1,"no","some","fresh","multi","4.89",0
"23113",134,13,2,"no","some","frozen","vit_A","4.89",0
"3501",134,13,3,"no","lots","fresh","vit_A","3.89",1
"2504",134,14,1,"no","some","fresh","vit_A","3.89",1
"51127",134,14,2,"no","lots","fresh","multi","5.89",0
"49114",134,14,3,"no","none","fresh","multi","5.89",0
"40105",134,15,1,"no","none","frozen","vit_A","5.89",1
"53115",134,15,2,"no","some","frozen","multi","5.89",0
"33112",134,15,3,"no","lots","fresh","multi","4.89",0
"42124",135,1,1,"yes","lots","frozen","vit_A","5.89",0
"31150",135,1,2,"yes","none","fresh","multi","4.89",1
"41158",135,1,3,"yes","some","frozen","vit_A","5.89",0
"48111",135,2,1,"yes","lots","frozen","vit_B","5.89",0
"53116",135,2,2,"yes","some","frozen","multi","5.89",0
"3502",135,2,3,"yes","lots","fresh","vit_A","3.89",1
"2505",135,3,1,"yes","some","fresh","vit_A","3.89",1
"23114",135,3,2,"yes","some","frozen","vit_A","4.89",0
"9110",135,3,3,"yes","lots","fresh","vit_B","3.89",0
"26114",135,4,1,"yes","some","fresh","vit_B","4.89",0
"28117",135,4,2,"yes","none","frozen","vit_B","4.89",1
"38113",135,4,3,"yes","some","fresh","vit_A","5.89",0
"47118",135,5,1,"yes","some","frozen","vit_B","5.89",0
"8105",135,5,2,"yes","some","fresh","vit_B","3.89",1
"32127",135,5,3,"yes","some","fresh","multi","4.89",0
"7112",135,6,1,"yes","none","fresh","vit_B","3.89",0
"54107",135,6,2,"yes","lots","frozen","multi","5.89",0
"34111",135,6,3,"yes","none","frozen","multi","4.89",1
"30112",135,7,1,"yes","lots","frozen","vit_B","4.89",1
"22128",135,7,2,"yes","none","frozen","vit_A","4.89",0
"6112",135,7,3,"yes","lots","frozen","vit_A","3.89",0
"10110",135,8,1,"yes","none","frozen","vit_B","3.89",1
"19110",135,8,2,"yes","none","fresh","vit_A","4.89",0
"20113",135,8,3,"yes","some","fresh","vit_A","4.89",0
"43115",135,9,1,"yes","none","fresh","vit_B","5.89",0
"33113",135,9,2,"yes","lots","fresh","multi","4.89",1
"39108",135,9,3,"yes","lots","fresh","vit_A","5.89",0
"49115",135,10,1,"yes","none","fresh","multi","5.89",0
"25112",135,10,2,"yes","none","fresh","vit_B","4.89",0
"4500",135,10,3,"yes","none","frozen","vit_A","3.89",1
"40106",135,11,1,"yes","none","frozen","vit_A","5.89",0
"37107",135,11,2,"yes","none","fresh","vit_A","5.89",0
"27104",135,11,3,"yes","lots","fresh","vit_B","4.89",1
"51128",135,12,1,"yes","lots","fresh","multi","5.89",0
"36114",135,12,2,"yes","lots","frozen","multi","4.89",0
"16118",135,12,3,"yes","none","frozen","multi","3.89",1
"45116",135,13,1,"yes","lots","fresh","vit_B","5.89",0
"21153",135,13,2,"yes","lots","fresh","vit_A","4.89",1
"1503",135,13,3,"yes","none","fresh","vit_A","3.89",0
"14113",135,14,1,"yes","some","fresh","multi","3.89",0
"29112",135,14,2,"yes","some","frozen","vit_B","4.89",0
"52116",135,14,3,"yes","none","frozen","multi","5.89",1
"18105",135,15,1,"yes","lots","frozen","multi","3.89",1
"11153",135,15,2,"yes","some","frozen","vit_B","3.89",0
"50109",135,15,3,"yes","some","fresh","multi","5.89",0
"3503",136,1,1,"no","lots","fresh","vit_A","3.89",1
"2506",136,1,2,"no","some","fresh","vit_A","3.89",0
"24117",136,1,3,"no","lots","frozen","vit_A","4.89",0
"51129",136,2,1,"no","lots","fresh","multi","5.89",0
"50110",136,2,2,"no","some","fresh","multi","5.89",0
"8106",136,2,3,"no","some","fresh","vit_B","3.89",1
"4501",136,3,1,"no","none","frozen","vit_A","3.89",0
"14114",136,3,2,"no","some","fresh","multi","3.89",1
"30113",136,3,3,"no","lots","frozen","vit_B","4.89",0
"17116",136,4,1,"no","some","frozen","multi","3.89",1
"35102",136,4,2,"no","some","frozen","multi","4.89",0
"54108",136,4,3,"no","lots","frozen","multi","5.89",0
"42125",136,5,1,"no","lots","frozen","vit_A","5.89",0
"40107",136,5,2,"no","none","frozen","vit_A","5.89",0
"18106",136,5,3,"no","lots","frozen","multi","3.89",1
"10111",136,6,1,"no","none","frozen","vit_B","3.89",1
"46109",136,6,2,"no","none","frozen","vit_B","5.89",0
"38114",136,6,3,"no","some","fresh","vit_A","5.89",0
"23115",136,7,1,"no","some","frozen","vit_A","4.89",0
"47119",136,7,2,"no","some","frozen","vit_B","5.89",0
"19111",136,7,3,"no","none","fresh","vit_A","4.89",1
"49116",136,8,1,"no","none","fresh","multi","5.89",0
"21154",136,8,2,"no","lots","fresh","vit_A","4.89",1
"41159",136,8,3,"no","some","frozen","vit_A","5.89",0
"37108",136,9,1,"no","none","fresh","vit_A","5.89",0
"28118",136,9,2,"no","none","frozen","vit_B","4.89",0
"16119",136,9,3,"no","none","frozen","multi","3.89",1
"22129",136,10,1,"no","none","frozen","vit_A","4.89",0
"15111",136,10,2,"no","lots","fresh","multi","3.89",1
"25113",136,10,3,"no","none","fresh","vit_B","4.89",0
"31151",136,11,1,"no","none","fresh","multi","4.89",0
"45117",136,11,2,"no","lots","fresh","vit_B","5.89",0
"36115",136,11,3,"no","lots","frozen","multi","4.89",1
"6113",136,12,1,"no","lots","frozen","vit_A","3.89",1
"44113",136,12,2,"no","some","fresh","vit_B","5.89",0
"27105",136,12,3,"no","lots","fresh","vit_B","4.89",0
"11154",136,13,1,"no","some","frozen","vit_B","3.89",0
"33114",136,13,2,"no","lots","fresh","multi","4.89",0
"1504",136,13,3,"no","none","fresh","vit_A","3.89",1
"34112",136,14,1,"no","none","frozen","multi","4.89",0
"12128",136,14,2,"no","lots","frozen","vit_B","3.89",1
"52117",136,14,3,"no","none","frozen","multi","5.89",0
"48112",136,15,1,"no","lots","frozen","vit_B","5.89",0
"43116",136,15,2,"no","none","fresh","vit_B","5.89",1
"13118",136,15,3,"no","none","fresh","multi","3.89",0
"2507",137,1,1,"no","some","fresh","vit_A","3.89",1
"27106",137,1,2,"no","lots","fresh","vit_B","4.89",0
"31152",137,1,3,"no","none","fresh","multi","4.89",0
"9111",137,2,1,"no","lots","fresh","vit_B","3.89",0
"14115",137,2,2,"no","some","fresh","multi","3.89",1
"28119",137,2,3,"no","none","frozen","vit_B","4.89",0
"30114",137,3,1,"no","lots","frozen","vit_B","4.89",0
"50111",137,3,2,"no","some","fresh","multi","5.89",0
"54109",137,3,3,"no","lots","frozen","multi","5.89",1
"40108",137,4,1,"no","none","frozen","vit_A","5.89",0
"37109",137,4,2,"no","none","fresh","vit_A","5.89",0
"5407",137,4,3,"no","some","frozen","vit_A","3.89",1
"6114",137,5,1,"no","lots","frozen","vit_A","3.89",0
"15112",137,5,2,"no","lots","fresh","multi","3.89",0
"3504",137,5,3,"no","lots","fresh","vit_A","3.89",1
"7113",137,6,1,"no","none","fresh","vit_B","3.89",0
"13119",137,6,2,"no","none","fresh","multi","3.89",0
"10112",137,6,3,"no","none","frozen","vit_B","3.89",1
"51130",137,7,1,"no","lots","fresh","multi","5.89",0
"23116",137,7,2,"no","some","frozen","vit_A","4.89",1
"42126",137,7,3,"no","lots","frozen","vit_A","5.89",0
"16120",137,8,1,"no","none","frozen","multi","3.89",1
"44114",137,8,2,"no","some","fresh","vit_B","5.89",0
"52118",137,8,3,"no","none","frozen","multi","5.89",0
"39109",137,9,1,"no","lots","fresh","vit_A","5.89",1
"48113",137,9,2,"no","lots","frozen","vit_B","5.89",0
"32128",137,9,3,"no","some","fresh","multi","4.89",0
"41160",137,10,1,"no","some","frozen","vit_A","5.89",1
"25114",137,10,2,"no","none","fresh","vit_B","4.89",0
"46110",137,10,3,"no","none","frozen","vit_B","5.89",0
"47120",137,11,1,"no","some","frozen","vit_B","5.89",0
"33115",137,11,2,"no","lots","fresh","multi","4.89",1
"49117",137,11,3,"no","none","fresh","multi","5.89",0
"19112",137,12,1,"no","none","fresh","vit_A","4.89",1
"21155",137,12,2,"no","lots","fresh","vit_A","4.89",0
"17117",137,12,3,"no","some","frozen","multi","3.89",0
"12129",137,13,1,"no","lots","frozen","vit_B","3.89",0
"38115",137,13,2,"no","some","fresh","vit_A","5.89",0
"8107",137,13,3,"no","some","fresh","vit_B","3.89",1
